91,66,218,5,-5,91,70,221
91,70,221,5,-5,86,58,203
86,58,203,5,-5,53,47,104
53,47,104,0,0,60,47,106
60,47,106,0,0,57,50,109
57,50,109,0,0,58,48,109
58,48,109,0,0,56,48,104
56,48,104,0,0,55,46,103
55,46,103,0,0,56,47,102
56,47,102,0,0,68,48,127
68,48,127,5,-5,97,50,181
97,50,181,5,-5,200,77,419
200,77,419,5,-5,62,46,83
62,46,83,0,0,142,74,65
142,74,65,6,4,121,71,62
121,71,62,9,7,81,63,59
81,63,59,9,7,63,62,59
63,62,59,9,7,44,66,62
44,66,62,0,0,44,93,67
44,93,67,0,0,41,234,102
41,234,102,5,-5,41,314,130
41,314,130,5,-5,36,104,59
36,104,59,0,0,27,234,97
27,234,97,5,-5,25,151,74
25,151,74,0,0,25,96,61
25,96,61,0,0,20,92,59
20,92,59,0,0,25,102,59
25,102,59,0,0,25,101,58
25,101,58,0,0,24,97,57
24,97,57,0,0,24,103,58
24,103,58,0,0,25,97,57
25,97,57,0,0,24,98,57
24,98,57,0,0,25,101,58
25,101,58,0,0,25,98,58
161,241,207,0,0,222,255,177
222,255,177,0,0,221,263,171
221,263,171,0,0,205,245,162
205,245,162,0,0,199,242,160
199,242,160,0,0,198,247,156
198,247,156,0,0,189,242,150
189,242,150,0,0,184,246,146
184,246,146,0,0,221,262,152
221,262,152,0,0,272,276,142
272,276,142,0,0,247,278,129
247,278,129,0,0,374,305,134
374,305,134,6,4,445,311,135
445,311,135,9,8,744,386,145
744,386,145,8,-4,486,440,161
486,440,161,9,7,41,492,160
41,492,160,-8,8,19,212,80
19,212,80,5,-5,22,239,86
22,239,86,5,-5,18,181,69
18,181,69,5,-5,19,182,71
19,182,71,0,0,20,298,105
20,298,105,6,-6,19,223,97
19,223,97,5,-5,22,618,217
22,618,217,-8,8,28,213,111
28,213,111,0,0,21,460,178
21,460,178,5,-5,26,259,123
26,259,123,5,-5,31,142,98
31,142,98,0,0,35,136,107
35,136,107,0,0,35,139,107
35,139,107,0,0,34,141,104
34,141,104,0,0,37,141,110
37,141,110,0,0,36,140,109
36,140,109,0,0,35,137,106
35,137,106,0,0,36,136,108
36,136,108,0,0,37,137,110
37,137,110,0,0,34,148,109
34,148,109,0,0,33,139,104
33,139,104,0,0,32,231,127
32,231,127,0,0,30,418,179
30,418,179,5,-5,30,610,230
30,610,230,-8,8,40,331,170
40,331,170,5,-5,40,831,321
40,831,321,-8,8,78,805,371
78,805,371,-8,8,64,374,224
64,374,224,5,-5,28,494,186
28,494,186,-8,8,25,706,243
25,706,243,-8,8,20,402,145
20,402,145,5,-5,26,845,279
26,845,279,-8,8,31,648,216
31,648,216,-8,8,213,826,272
213,826,272,-8,8,376,242,467
376,242,467,5,-5,137,74,214
137,74,214,5,-5,137,75,232
137,75,232,5,-5,198,88,405
198,88,405,5,-5,257,263,411
257,263,411,5,-5,785,356,172
785,356,172,-4,-4,112,338,148
112,338,148,6,-6,79,314,127
79,314,127,6,-6,48,260,94
48,260,94,5,-5,18,562,184
18,562,184,-8,8,18,192,75
420,210,147,-4,5,345,399,217
420,210,147,-4,5,345,399,217
345,399,217,0,0,447,258,169
447,258,169,-9,-4,462,238,211
462,238,211,-8,-4,188,101,235
188,101,235,0,0,144,88,200
144,88,200,0,0,153,92,221
153,92,221,5,-5,147,95,159
147,95,159,0,0,166,147,139
166,147,139,9,7,158,167,125
158,167,125,0,0,162,182,123
162,182,123,0,0,156,180,123
156,180,123,0,0,167,195,132
167,195,132,0,0,174,193,133
174,193,133,0,0,184,197,136
184,197,136,0,0,232,213,142
232,213,142,9,7,344,246,152
344,246,152,6,4,602,303,174
602,303,174,4,-6,248,417,205
248,417,205,5,-5,57,854,331
57,854,331,-8,8,38,311,143
38,311,143,5,-5,42,413,178
42,413,178,6,-6,38,500,199
38,500,199,-8,8,45,624,254
45,624,254,-8,8,58,720,271
58,720,271,-8,8,499,428,266
499,428,266,6,4,419,151,883
419,151,883,6,2,235,111,504
235,111,504,6,2,245,110,555
245,110,555,6,2,355,134,842
355,134,842,6,2,360,133,961
360,133,961,6,2,356,122,962
356,122,962,6,2,204,87,291
204,87,291,5,-5,101,46,120
101,46,120,0,0,87,63,94
87,63,94,0,0,162,73,166
162,73,166,0,0,139,58,255
139,58,255,5,-5,91,52,207
91,52,207,5,-5,100,54,185
100,54,185,5,-5,130,69,122
130,69,122,0,0,133,88,107
133,88,107,0,0,127,260,137
127,260,137,5,-5,108,856,314
108,856,314,-8,8,77,604,223
77,604,223,-8,8,163,237,139
163,237,139,0,0,682,251,329
682,251,329,8,-7,470,193,310
470,193,310,6,4,661,257,276
661,257,276,-6,4,761,300,298
761,300,298,4,5,357,196,343
357,196,343,0,0,251,154,310
251,154,310,5,-5,247,137,300
247,137,300,0,0,254,113,271
254,113,271,0,0,263,115,281
263,115,281,0,0,238,104,279
238,104,279,0,0,212,93,273
212,93,273,5,-5,263,121,229
263,121,229,0,0,188,130,163
188,130,163,0,0,189,132,166
79,44,51,0,0,79,45,52
79,44,51,0,0,79,45,52
79,45,52,0,0,80,46,55
80,46,55,0,0,79,44,53
79,44,53,0,0,80,45,56
80,45,56,0,0,80,45,56
80,45,56,0,0,81,47,58
81,47,58,0,0,79,43,55
79,43,55,0,0,84,48,66
84,48,66,0,0,94,52,91
94,52,91,0,0,125,68,171
125,68,171,0,0,129,65,184
129,65,184,0,0,100,55,109
100,55,109,0,0,88,49,75
88,49,75,0,0,86,48,70
86,48,70,0,0,85,48,67
85,48,67,0,0,88,49,75
88,49,75,0,0,86,49,72
86,49,72,0,0,89,51,80
89,51,80,0,0,107,54,126
107,54,126,0,0,147,69,226
147,69,226,5,-5,209,84,352
209,84,352,-8,6,235,86,418
235,86,418,5,-5,135,71,259
135,71,259,5,-5,300,99,578
300,99,578,6,2,169,92,348
169,92,348,-7,-8,110,80,224
110,80,224,5,-5,98,66,194
98,66,194,5,-5,224,137,509
224,137,509,6,2,104,119,191
104,119,191,5,-5,143,91,217
143,91,217,5,-5,185,180,258
185,180,258,5,-5,204,175,160
204,175,160,9,7,290,288,103
290,288,103,9,7,67,263,105
67,263,105,5,-5,28,234,88
28,234,88,5,-5,14,172,71
14,172,71,0,0,19,118,64
19,118,64,0,0,15,109,70
15,109,70,0,0,20,111,67
20,111,67,0,0,19,113,68
19,113,68,0,0,21,216,101
21,216,101,5,-5,25,364,149
25,364,149,6,-6,23,446,177
23,446,177,5,-5,55,354,214
55,354,214,5,-5,62,272,196
62,272,196,0,0,105,380,299
105,380,299,0,0,118,309,306
118,309,306,0,0,99,211,248
99,211,248,5,-5,109,107,251
109,107,251,7,4,133,115,298
133,115,298,4,5,116,126,261
116,126,261,5,-5,78,101,172
78,101,172,4,-9,327,127,658
327,127,658,6,2,115,75,248
115,75,248,-4,6,151,87,332
151,87,332,-5,-4,126,85,269
126,85,269,-5,4,121,85,261
121,85,261,6,4,119,89,249
119,89,249,5,-5,126,
867,418 -6 5
766,251,374,-6,5,867,418,303
867,418,30 5
766,251,374,-6,5,867,418,303
867,418,303,-766,251,374,-6,5,867,418,303
867,418,303,-5,-7,364,132,562
364,132,562,5,-5,311,128,391
311,128,391,5,-5,707,285,331
707,285,331,-7,4,293,258,217
293,258,217,9,7,443,193,243
443,193,243,9,8,555,241,240
555,241,240,-4,4,827,355,419
827,355,419,-4,-4,940,293,645
940,293,645,-4,-7,842,264,473
842,264,473,4,6,870,267,406
870,267,406,-4,4,717,235,412
717,235,412,-4,4,321,120,515
321,120,515,5,-5,380,121,763
380,121,763,6,2,401,147,521
401,147,521,5,-5,958,296,509
958,296,509,7,-6,603,516,309
603,516,309,6,4,198,891,335
198,891,335,-8,8,61,855,328
61,855,328,-8,8,96,906,320
96,906,320,-8,8,902,348,480
902,348,480,7,-7,391,131,864
391,131,864,6,2,430,138,885
430,138,885,6,2,397,128,877
397,128,877,6,2,384,140,847
384,140,847,6,2,137,113,293
137,113,293,-9,4,54,46,134
54,46,134,5,-5,35,39,76
35,39,76,5,-5,33,36,70
33,36,70,5,-5,75,44,166
75,44,166,5,-5,45,36,56
45,36,56,0,0,69,45,53
69,45,53,0,0,59,48,54
59,48,54,0,0,62,51,55
62,51,55,0,0,63,52,56
63,52,56,0,0,63,54,58
63,54,58,0,0,66,56,64
66,56,64,0,0,78,56,95
78,56,95,0,0,119,72,186
119,72,186,5,-5,374,540,964
374,540,964,5,-5,222,188,506
222,188,506,6,2,86,181,199
86,181,199,5,-5,142,250,330
142,250,330,-4,-4,139,99,298
139,99,298,8,-5,55,96,96
55,96,96,0,0,79,225,136
79,225,136,0,0,69,217,130
69,217,130,0,0,55,219,121
55,219,121,0,0,55,217,119
55,217,119,0,0,67,219,144
67,219,144,0,0,74,219,165
74,219,165,0,0,81,219,172
81,219,172,0,0,93,223,179
93,223,179,0,0,115,226,197
115,226,197,0,0,129,227,216
129,227,216,0,0,132,229,241
132,229,241,5,-5,210,228,354
210,228,354,5,-5,251,156,244
251,156,244,0,0,288,229,142
288,229,142,6,4,255,215,152
118,60,150,0,0,118,57,151
118,57,151,0,0,133,60,193
133,60,193,5,-5,219,77,417
219,77,417,5,-5,129,71,132
129,71,132,0,0,167,138,100
167,138,100,9,7,175,142,100
175,142,100,9,7,313,206,123
313,206,123,9,8,868,569,237
868,569,237,-5,7,334,202,119
334,202,119,9,8,78,118,193
78,118,193,6,-7,227,91,544
227,91,544,6,2,337,114,851
337,114,851,6,2,264,87,625
264,87,625,6,2,180,67,342
180,67,342,4,4,213,83,365
213,83,365,4,-5,56,98,136
56,98,136,5,-5,86,723,367
86,723,367,-8,8,87,513,307
87,513,307,6,-6,33,74,69
33,74,69,0,0,34,51,73
34,51,73,5,-5,34,48,66
34,48,66,5,-5,35,56,67
35,56,67,5,-5,46,51,98
46,51,98,5,-5,128,79,284
128,79,284,-4,4,96,72,137
96,72,137,0,0,84,68,145
84,68,145,5,-5,80,65,127
80,65,127,0,0,101,71,134
101,71,134,0,0,124,75,149
124,75,149,0,0,172,83,230
172,83,230,5,-5,224,94,269
224,94,269,0,0,297,110,495
297,110,495,5,-5,422,134,821
422,134,821,6,2,449,149,862
449,149,862,6,2,421,151,923
421,151,923,6,2,398,141,957
398,141,957,6,2,542,173,863
542,173,863,6,2,959,282,122
959,282,122,6,7,45,837,279
45,837,279,-8,8,13,175,72
13,175,72,0,0,10,160,64
10,160,64,0,0,12,103,46
12,103,46,0,0,12,59,36
12,59,36,0,0,12,64,35
12,64,35,0,0,13,75,41
13,75,41,0,0,17,157,70
17,157,70,0,0,14,156,67
14,156,67,0,0,15,176,74
15,176,74,0,0,16,364,131
16,364,131,6,-6,16,411,144
16,411,144,5,-5,16,733,240
16,733,240,-8,8,16,640,213
16,640,213,-8,8,16,329,120
16,329,120,6,-6,16,339,121
16,339,121,6,-6,16,306,116
16,306,116,6,-6,13,719,241
13,719,241,-8,8,20,305,121
20,305,121,5,-5,16,521,181
16,521,181,-8,8,17,529,180
17,529,180,-8,8,15,304,114
15,304,114,6,-6,15,604,201
31,843,285,-8,8,29,855,295
31,843,285,-8,8,29,855,295
29,855,295,-8,8,34,425,164
34,425,164,5,-5,34,351,143
34,351,143,6,-6,33,331,139
33,331,139,6,-6,31,793,270
31,793,270,-8,8,31,834,281
31,834,281,-8,8,32,319,132
32,319,132,6,-6,30,352,145
30,352,145,6,-6,34,308,132
34,308,132,5,-5,34,477,181
34,477,181,-8,8,32,847,295
32,847,295,-8,8,34,312,132
34,312,132,5,-5,31,483,184
31,483,184,-8,8,31,684,240
31,684,240,-8,8,74,337,140
74,337,140,6,-6,137,364,168
137,364,168,6,-6,108,674,240
108,674,240,-8,8,106,426,166
106,426,166,5,-5,127,697,247
127,697,247,-8,8,138,579,220
138,579,220,-8,8,229,175,176
229,175,176,9,7,167,82,228
167,82,228,5,-5,161,81,265
161,81,265,5,-5,302,120,247
302,120,247,9,7,348,203,265
348,203,265,9,7,579,534,310
579,534,310,9,7,47,608,245
47,608,245,-8,8,25,176,87
25,176,87,0,0,24,101,63
24,101,63,0,0,15,74,61
15,74,61,0,0,21,79,54
21,79,54,0,0,21,92,58
21,92,58,0,0,21,516,182
21,516,182,-8,8,28,424,161
28,424,161,5,-5,48,252,157
48,252,157,0,0,51,303,174
51,303,174,5,-5,41,249,146
41,249,146,0,0,93,385,288
93,385,288,0,0,65,529,266
65,529,266,5,-5,51,659,272
51,659,272,-8,8,61,656,292
61,656,292,-8,8,31,860,320
31,860,320,-8,8,28,751,269
28,751,269,-8,8,181,452,179
181,452,179,5,-5,501,201,394
501,201,394,9,7,497,205,366
497,205,366,6,4,563,238,463
563,238,463,9,7,442,259,370
442,259,370,9,7,73,261,127
73,261,127,5,-5,17,356,128
17,356,128,6,-6,16,237,93
16,237,93,5,-5,57,160,169
57,160,169,5,-5,209,135,486
209,135,486,6,2,356,131,858
356,131,858,6,2,357,204,871
357,204,871,6,2,344,362,912
344,362,912,5,-5,277,348,701
277,348,701,5,-5,200,99,464
383,259,296,9,7,415,185,558
383,259,296,9,7,415,185,558
383,259,296,9,7,415,185,558
415,185,558,-4,-4,403,164,678
403,164,678,6,2,412,163,694
412,163,694,6,2,379,157,611
379,157,611,6,2,222,125,437
222,125,437,5,-5,79,102,162
79,102,162,5,-5,69,123,132
69,123,132,5,-5,141,287,131
141,287,131,5,-5,47,659,248
47,659,248,-8,8,24,671,234
24,671,234,-8,8,20,406,147
20,406,147,5,-5,18,562,190
18,562,190,-8,8,19,454,156
19,454,156,-8,8,18,636,207
18,636,207,-8,8,23,774,248
23,774,248,-8,8,71,348,153
71,348,153,6,-6,93,71,95
93,71,95,0,0,68,90,62
68,90,62,0,0,78,112,65
78,112,65,0,0,101,149,77
101,149,77,0,0,44,831,294
44,831,294,-8,8,36,844,299
36,844,299,-8,8,34,850,303
34,850,303,-8,8,98,773,267
98,773,267,-8,8,113,70,143
113,70,143,0,0,30,51,72
30,51,72,5,-5,32,60,87
32,60,87,5,-5,95,80,233
95,80,233,-8,-4,286,123,699
286,123,699,6,2,280,150,687
280,150,687,6,2,78,101,194
78,101,194,5,-5,72,88,181
72,88,181,5,-5,229,115,548
229,115,548,6,2,245,107,594
245,107,594,6,2,179,92,440
179,92,440,6,2,144,76,332
144,76,332,5,-5,87,64,196
87,64,196,5,-5,228,81,519
228,81,519,6,2,387,119,878
387,119,878,6,2,140,74,169
140,74,169,0,0,131,103,278
131,103,278,-4,-9,181,109,394
181,109,394,5,-5,305,168,709
305,168,709,6,2,356,257,859
356,257,859,6,2,253,128,576
253,128,576,6,2,279,121,643
279,121,643,6,2,306,189,726
306,189,726,6,2,353,191,866
353,191,866,6,2,341,184,843
341,184,843,6,2,328,243,793
328,243,793,6,2,245,185,591
245,185,591,6,2,43,89,115
43,89,115,5,-5,31,101,82
31,101,82,0,0,30,62,80
30,62,80,5,-5,42,62,106
42,62,106,5,-5,175,95,395
353,145,729,6,2,468,192,862
353,145,729,6,2,468,192,862
468,192,862,6,2,391,169,400
391,169,400,0,0,71,374,207
71,374,207,5,-5,39,864,329
39,864,329,-8,8,24,385,146
24,385,146,5,-5,24,718,243
24,718,243,-8,8,23,732,247
23,732,247,-8,8,69,454,263
69,454,263,6,-6,38,263,144
38,263,144,5,-5,54,191,155
54,191,155,0,0,327,426,824
327,426,824,5,-5,57,882,372
57,882,372,-8,8,43,856,323
43,856,323,-8,8,69,845,360
69,845,360,-8,8,27,840,288
27,840,288,-8,8,31,860,311
31,860,311,-8,8,86,112,114
86,112,114,5,-5,328,111,736
328,111,736,6,2,338,111,742
338,111,742,6,2,343,110,754
343,110,754,6,2,332,115,767
332,115,767,6,2,153,84,339
153,84,339,5,-5,100,116,192
100,116,192,-7,7,179,76,392
179,76,392,5,-5,112,85,218
112,85,218,5,-5,80,53,166
80,53,166,5,-5,51,56,104
51,56,104,5,-5,35,100,73
35,100,73,0,0,215,101,497
215,101,497,6,2,360,202,851
360,202,851,6,2,288,206,657
288,206,657,6,2,366,169,899
366,169,899,6,2,344,208,852
344,208,852,6,2,138,138,319
138,138,319,6,4,80,86,183
80,86,183,5,4,68,71,152
68,71,152,-5,4,57,69,124
57,69,124,5,-5,51,67,112
51,67,112,5,-5,59,65,132
59,65,132,-6,-9,85,71,180
85,71,180,5,-5,63,64,134
63,64,134,-4,-6,44,60,79
44,60,79,5,-5,47,76,79
47,76,79,5,-5,42,78,58
42,78,58,0,0,47,83,51
47,83,51,0,0,45,84,56
45,84,56,0,0,45,87,54
45,87,54,0,0,68,99,59
68,99,59,0,0,152,143,82
152,143,82,9,7,238,164,100
238,164,100,6,4,270,190,127
270,190,127,6,4,196,215,129
196,215,129,0,0,162,309,140
162,309,140,5,-5,80,501,184
80,501,184,-8,8,47,844,287
47,844,287,-8,8,162,321,141
162,321,141,5,-5,763,343,198
763,343,198,-4,6,767,351,199
767,351,199,-7,5,384,261,299
95,82,206,5,-5,340,122,833
340,122,833,6,2,150,93,343
150,93,343,5,-5,252,122,596
252,122,596,6,2,303,130,657
303,130,657,6,2,299,136,717
299,136,717,6,2,343,158,858
343,158,858,6,2,337,149,859
337,149,859,6,2,130,127,304
130,127,304,-7,-6,56,138,148
56,138,148,5,-5,115,100,283
115,100,283,8,-7,56,52,145
56,52,145,5,-5,34,46,85
34,46,85,5,-5,135,56,293
135,56,293,-4,4,48,45,81
48,45,81,0,0,65,50,117
65,50,117,0,0,54,46,103
54,46,103,0,0,66,43,142
66,43,142,5,-5,90,47,189
90,47,189,5,-5,94,62,146
94,62,146,0,0,99,62,101
99,62,101,0,0,98,68,99
98,68,99,0,0,106,68,101
106,68,101,0,0,121,74,108
121,74,108,0,0,121,76,110
121,76,110,0,0,128,78,111
128,78,111,0,0,130,80,111
130,80,111,0,0,133,82,112
133,82,112,0,0,135,83,112
135,83,112,0,0,111,77,110
111,77,110,0,0,95,73,113
95,73,113,0,0,109,72,153
109,72,153,0,0,105,69,146
105,69,146,0,0,115,67,176
115,67,176,5,-5,115,67,166
115,67,166,0,0,128,77,174
128,77,174,0,0,122,70,176
122,70,176,0,0,126,73,171
126,73,171,0,0,126,74,172
126,74,172,0,0,127,74,171
127,74,171,0,0,127,73,170
127,73,170,0,0,128,74,168
128,74,168,0,0,133,75,170
133,75,170,0,0,138,73,185
138,73,185,0,0,164,74,248
164,74,248,5,-5,157,79,208
157,79,208,0,0,159,96,177
159,96,177,0,0,188,95,254
188,95,254,5,-5,171,94,196
171,94,196,0,0,185,112,190
185,112,190,0,0,189,103,195
189,103,195,0,0,189,102,203
189,102,203,0,0,188,102,199
188,102,199,0,0,184,111,189
184,111,189,0,0,254,132,167
254,132,167,9,7,297,143,146
297,143,146,6,4,773,279,168
773,279,168,4,-5,264,241,132
264,241,132,9,7,87,441,168
87,441,168,5,-5,36,341,132
28,80,37,0,0,28,79,45
28,79,45,0,0,30,83,47
30,83,47,0,0,29,85,47
29,85,47,0,0,28,85,48
28,85,48,0,0,32,87,54
32,87,54,0,0,49,93,90
49,93,90,0,0,111,107,150
111,107,150,0,0,56,97,73
56,97,73,0,0,48,95,69
48,95,69,0,0,51,96,72
51,96,72,0,0,53,97,79
53,97,79,0,0,64,99,100
64,99,100,5,-5,69,111,104
69,111,104,0,0,126,197,261
126,197,261,5,5,73,195,136
73,195,136,0,0,62,202,114
62,202,114,0,0,61,197,102
61,197,102,0,0,64,193,111
64,193,111,0,0,67,187,118
67,187,118,0,0,101,185,184
101,185,184,0,0,97,174,173
97,174,173,0,0,76,158,120
76,158,120,0,0,76,143,116
76,143,116,0,0,83,133,130
83,133,130,0,0,109,133,192
109,133,192,5,-5,89,138,144
89,138,144,5,-5,73,104,65
73,104,65,0,0,213,123,59
213,123,59,6,4,255,131,65
255,131,65,9,8,428,188,76
428,188,76,-8,8,276,155,100
276,155,100,9,8,188,191,234
188,191,234,5,-5,256,194,322
256,194,322,5,-5,249,209,190
249,209,190,9,7,301,277,127
301,277,127,9,7,179,450,171
179,450,171,5,-5,37,606,199
37,606,199,-8,8,16,691,222
16,691,222,-8,8,20,532,178
20,532,178,-8,8,433,841,280
433,841,280,9,7,438,163,881
438,163,881,6,2,345,139,784
345,139,784,6,2,239,135,562
239,135,562,6,2,81,100,188
81,100,188,5,-5,41,92,96
41,92,96,5,-5,53,84,102
53,84,102,5,-5,35,107,87
35,107,87,0,0,21,80,51
21,80,51,0,0,17,60,36
17,60,36,0,0,16,61,37
16,61,37,0,0,17,61,39
17,61,39,0,0,22,62,54
22,62,54,0,0,38,66,93
38,66,93,5,-5,242,120,577
242,120,577,6,2,299,130,724
299,130,724,6,2,280,116,667
280,116,667,6,2,240,98,577
240,98,577,6,2,76,62,185
76,62,185,5,-5,54,61,129
54,61,129,4,-8,70,50,156
696,254,345,-4,5,276,103,459
276,103,459,5,-5,374,113,846
374,113,846,6,2,280,93,536
280,93,536,6,2,286,94,506
286,94,506,5,-5,334,119,444
334,119,444,5,-5,876,316,362
876,316,362,-4,-9,364,398,231
364,398,231,0,0,218,270,162
218,270,162,0,0,221,230,155
221,230,155,0,0,254,242,170
254,242,170,9,7,267,271,184
267,271,184,0,0,275,472,225
275,472,225,6,-6,270,684,274
270,684,274,-8,8,239,864,318
239,864,318,-8,8,407,248,254
407,248,254,6,4,328,120,475
328,120,475,-8,5,368,116,899
368,116,899,6,2,164,72,373
164,72,373,5,-5,164,76,373
164,76,373,5,-5,226,78,491
226,78,491,6,2,368,113,888
368,113,888,6,2,372,110,833
372,110,833,6,2,183,70,381
183,70,381,5,-5,252,87,494
252,87,494,6,2,568,162,877
568,162,877,6,2,716,430,181
716,430,181,-4,-6,39,861,311
39,861,311,-8,8,86,905,306
86,905,306,-8,8,695,289,211
695,289,211,-9,8,409,125,773
409,125,773,6,2,318,109,706
318,109,706,6,2,412,126,840
412,126,840,6,2,530,158,870
530,158,870,6,2,385,127,857
385,127,857,6,2,345,135,839
345,135,839,6,2,364,145,829
364,145,829,6,2,343,171,754
343,171,754,6,2,104,173,242
104,173,242,-4,-4,270,198,657
270,198,657,6,2,300,174,717
300,174,717,6,2,147,183,338
147,183,338,5,-5,101,125,226
101,125,226,4,4,137,83,296
137,83,296,-4,4,244,108,565
244,108,565,6,2,203,99,464
203,99,464,6,2,245,110,576
245,110,576,6,2,247,164,592
247,164,592,6,2,140,139,327
140,139,327,5,-5,100,100,208
100,100,208,5,-5,188,134,336
188,134,336,-4,-7,150,144,183
150,144,183,0,0,217,190,118
217,190,118,9,7,247,212,119
247,212,119,9,7,294,249,128
294,249,128,9,7,155,212,115
155,212,115,0,0,106,236,112
106,236,112,5,-5,34,631,219
34,631,219,-8,8,31,286,124
31,286,124,5,-5,27,606,209
27,606,209,-8,8,28,742,251
489,185,184,7,5,72,43,52
489,185,184,7,5,72,43,52
72,43,52,0,0,66,42,47
66,42,47,0,0,63,37,47
63,37,47,0,0,62,38,48
62,38,48,0,0,64,40,49
64,40,49,0,0,66,41,49
66,41,49,0,0,68,37,46
68,37,46,0,0,69,41,49
69,41,49,0,0,70,41,49
70,41,49,0,0,72,41,51
72,41,51,0,0,73,42,51
73,42,51,0,0,74,41,50
74,41,50,0,0,74,42,51
74,42,51,0,0,75,41,51
75,41,51,0,0,72,39,49
72,39,49,0,0,75,43,51
75,43,51,0,0,76,44,51
76,44,51,0,0,76,43,51
76,43,51,0,0,75,43,51
75,43,51,0,0,76,44,51
76,44,51,0,0,76,43,51
76,43,51,0,0,75,43,51
75,43,51,0,0,76,44,52
76,44,52,0,0,76,44,52
76,44,52,0,0,75,44,50
75,44,50,0,0,75,44,51
36,69,67,0,0,38,71,6ø
0,0,0,0,0,38,70,68
38,70,68,0,0,38,71,68
38,71,68,0,0,38,70,67
38,70,67,0,0,37,70,67
37,70,67,0,0,38,71,68
38,71,68,0,0,38,71,68
38,71,68,0,0,38,70,67
38,70,67,0,0,38,70,68
38,70,68,0,0,38,70,68
38,70,68,0,0,39,71,68
39,71,68,0,0,39,71,67
39,71,67,0,0,48,84,73
48,84,73,0,0,60,98,82
60,98,82,0,0,77,98,85
77,98,85,0,0,63,75,75
63,75,75,0,0,30,54,60
30,54,60,0,0,30,53,60
30,53,60,0,0,29,53,58
29,53,58,0,0,27,49,58
27,49,58,0,0,29,52,59
29,52,59,0,0,28,52,59
28,52,59,0,0,28,52,58
28,52,58,0,0,28,52,58
28,52,58,0,0,30,53,60
30,53,60,0,0,53,63,66
53,63,66,0,0,145,92,85
145,92,85,7,4,202,109,92
202,109,92,4,5,271,130,97
271,130,97,4,-4,233,118,103
233,118,103,4,4,112,85,110
112,85,110,0,0,93,105,108
93,105,108,0,0,92,106,108
92,106,108,0,0,85,94,104
85,94,104,0,0,78,88,103
78,88,103,0,0,72,81,98
72,81,98,0,0,90,101,107
90,101,107,0,0,104,129,127
104,129,127,0,0,121,137,135
121,137,135,0,0,128,138,140
128,138,140,0,0,151,140,142
151,140,142,6,7,154,138,139
154,138,139,-4,4,235,139,137
235,139,137,4,-4,662,238,149
662,238,149,6,-4,478,185,134
478,185,134,-4,-4,167,114,124
167,114,124,4,8,164,106,120
